source,target,edge_type,weight,category,max_entropy,co_count
api::WriteProcessMemory,api::DeleteFile,SHARES_API,,,,4.0
api::WriteProcessMemory,api::CloseSocket,SHARES_API,,,,2.0
api::WriteProcessMemory,api::TerminateProcess,SHARES_API,,,,3.0
api::GetProcAddress,api::GetTickCount,SHARES_API,,,,3.0
api::GetProcAddress,api::OpenMutex,SHARES_API,,,,6.0
api::GetProcAddress,api::GetSystemInfo,SHARES_API,,,,4.0
api::GetProcAddress,api::VirtualAlloc,SHARES_API,,,,6.0
api::GetProcAddress,api::CreateMutex,SHARES_API,,,,4.0
api::GetProcAddress,api::RegDeleteKey,SHARES_API,,,,3.0
api::GetProcAddress,api::CreateThread,SHARES_API,,,,6.0
api::GetProcAddress,api::CreateProcess,SHARES_API,,,,3.0
api::GetProcAddress,api::OpenRegistry,SHARES_API,,,,5.0
api::GetProcAddress,api::WriteProcessMemory,SHARES_API,,,,8.0
api::GetProcAddress,api::LoadLibrary,SHARES_API,,,,3.0
api::GetProcAddress,api::CreateFile,SHARES_API,,,,4.0
api::GetProcAddress,api::OpenFile,SHARES_API,,,,4.0
api::GetProcAddress,api::CloseSocket,SHARES_API,,,,4.0
api::GetProcAddress,api::OpenProcess,SHARES_API,,,,3.0
api::GetProcAddress,api::Sleep,SHARES_API,,,,4.0
api::GetProcAddress,api::DeleteFile,SHARES_API,,,,4.0
api::GetProcAddress,api::CloseHandle,SHARES_API,,,,2.0
api::GetProcAddress,api::TerminateProcess,SHARES_API,,,,2.0
api::LoadLibrary,api::OpenMutex,SHARES_API,,,,7.0
api::LoadLibrary,api::CloseSocket,SHARES_API,,,,2.0
api::LoadLibrary,api::KillTimer,SHARES_API,,,,3.0
api::LoadLibrary,api::DeleteFile,SHARES_API,,,,2.0
api::LoadLibrary,api::OpenProcess,SHARES_API,,,,5.0
api::LoadLibrary,api::OpenRegistry,SHARES_API,,,,6.0
api::LoadLibrary,api::OpenFile,SHARES_API,,,,2.0
api::LoadLibrary,api::WriteProcessMemory,SHARES_API,,,,4.0
api::LoadLibrary,api::GetSystemInfo,SHARES_API,,,,2.0
api::LoadLibrary,api::CloseHandle,SHARES_API,,,,3.0
api::LoadLibrary,api::RegDeleteKey,SHARES_API,,,,5.0
api::LoadLibrary,api::GetTickCount,SHARES_API,,,,4.0
api::LoadLibrary,api::TerminateProcess,SHARES_API,,,,3.0
api::LoadLibrary,api::CreateProcess,SHARES_API,,,,2.0
api::LoadLibrary,api::CreateThread,SHARES_API,,,,2.0
api::LoadLibrary,api::GetProcAddress,SHARES_API,,,,3.0
api::LoadLibrary,api::VirtualAlloc,SHARES_API,,,,3.0
api::LoadLibrary,api::Sleep,SHARES_API,,,,3.0
api::RegDeleteKey,api::GetTickCount,SHARES_API,,,,4.0
api::RegDeleteKey,api::OpenMutex,SHARES_API,,,,5.0
api::RegDeleteKey,api::GetSystemInfo,SHARES_API,,,,2.0
api::RegDeleteKey,api::VirtualAlloc,SHARES_API,,,,2.0
api::RegDeleteKey,api::CreateMutex,SHARES_API,,,,2.0
api::RegDeleteKey,api::GetProcAddress,SHARES_API,,,,3.0
api::RegDeleteKey,api::CreateProcess,SHARES_API,,,,2.0
api::RegDeleteKey,api::OpenRegistry,SHARES_API,,,,6.0
api::RegDeleteKey,api::WriteProcessMemory,SHARES_API,,,,4.0
api::RegDeleteKey,api::CloseHandle,SHARES_API,,,,3.0
api::RegDeleteKey,api::LoadLibrary,SHARES_API,,,,5.0
api::RegDeleteKey,api::CreateFile,SHARES_API,,,,2.0
api::RegDeleteKey,api::OpenProcess,SHARES_API,,,,3.0
api::RegDeleteKey,api::KillTimer,SHARES_API,,,,2.0
api::RegDeleteKey,api::Sleep,SHARES_API,,,,3.0
api::RegDeleteKey,api::TerminateProcess,SHARES_API,,,,2.0
api::Sleep,api::GetTickCount,SHARES_API,,,,4.0
api::Sleep,api::OpenMutex,SHARES_API,,,,6.0
api::Sleep,api::CreateProcess,SHARES_API,,,,4.0
api::Sleep,api::CreateThread,SHARES_API,,,,5.0
api::Sleep,api::OpenRegistry,SHARES_API,,,,6.0
api::Sleep,api::OpenProcess,SHARES_API,,,,5.0
api::Sleep,api::CreateFile,SHARES_API,,,,6.0
api::Sleep,api::WriteProcessMemory,SHARES_API,,,,4.0
api::Sleep,api::CreateMutex,SHARES_API,,,,4.0
api::Sleep,api::KillTimer,SHARES_API,,,,3.0
api::Sleep,api::CloseHandle,SHARES_API,,,,3.0
api::Sleep,api::CloseSocket,SHARES_API,,,,4.0
api::Sleep,api::GetProcAddress,SHARES_API,,,,4.0
api::Sleep,api::DeleteFile,SHARES_API,,,,3.0
api::Sleep,api::GetSystemInfo,SHARES_API,,,,2.0
api::Sleep,api::VirtualAlloc,SHARES_API,,,,3.0
api::Sleep,api::OpenFile,SHARES_API,,,,2.0
api::Sleep,api::TerminateProcess,SHARES_API,,,,4.0
api::Sleep,api::RegDeleteKey,SHARES_API,,,,3.0
api::Sleep,api::LoadLibrary,SHARES_API,,,,3.0
sample::1,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::1,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::1,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::1,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::1,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::1,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::1,api::VirtualAlloc,HAS_IMPORT,1.0,call,,
sample::1,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::1,sec::normal,HAS_SECTION,,,0.0,
api::OpenMutex,api::CloseSocket,SHARES_API,,,,8.0
api::OpenMutex,api::KillTimer,SHARES_API,,,,5.0
api::OpenMutex,api::DeleteFile,SHARES_API,,,,5.0
api::OpenMutex,api::OpenProcess,SHARES_API,,,,11.0
api::OpenMutex,api::OpenRegistry,SHARES_API,,,,13.0
api::OpenMutex,api::LoadLibrary,SHARES_API,,,,7.0
api::OpenMutex,api::GetTickCount,SHARES_API,,,,10.0
api::OpenMutex,api::GetSystemInfo,SHARES_API,,,,8.0
api::OpenMutex,api::VirtualAlloc,SHARES_API,,,,4.0
api::OpenMutex,api::CreateMutex,SHARES_API,,,,5.0
api::OpenMutex,api::RegDeleteKey,SHARES_API,,,,5.0
api::OpenMutex,api::CreateThread,SHARES_API,,,,6.0
api::OpenMutex,api::GetProcAddress,SHARES_API,,,,6.0
api::OpenMutex,api::CreateProcess,SHARES_API,,,,6.0
api::OpenMutex,api::WriteProcessMemory,SHARES_API,,,,9.0
api::OpenMutex,api::OpenFile,SHARES_API,,,,6.0
api::OpenMutex,api::CloseHandle,SHARES_API,,,,5.0
api::OpenMutex,api::TerminateProcess,SHARES_API,,,,5.0
api::OpenMutex,api::Sleep,SHARES_API,,,,6.0
api::OpenMutex,api::CreateFile,SHARES_API,,,,4.0
api::OpenProcess,api::OpenMutex,SHARES_API,,,,11.0
api::OpenProcess,api::CloseSocket,SHARES_API,,,,5.0
api::OpenProcess,api::KillTimer,SHARES_API,,,,6.0
api::OpenProcess,api::DeleteFile,SHARES_API,,,,3.0
api::OpenProcess,api::OpenRegistry,SHARES_API,,,,8.0
api::OpenProcess,api::LoadLibrary,SHARES_API,,,,5.0
api::OpenProcess,api::OpenFile,SHARES_API,,,,4.0
api::OpenProcess,api::WriteProcessMemory,SHARES_API,,,,6.0
api::OpenProcess,api::GetTickCount,SHARES_API,,,,7.0
api::OpenProcess,api::GetSystemInfo,SHARES_API,,,,5.0
api::OpenProcess,api::CloseHandle,SHARES_API,,,,5.0
api::OpenProcess,api::TerminateProcess,SHARES_API,,,,4.0
api::OpenProcess,api::CreateProcess,SHARES_API,,,,8.0
api::OpenProcess,api::VirtualAlloc,SHARES_API,,,,4.0
api::OpenProcess,api::GetProcAddress,SHARES_API,,,,3.0
api::OpenProcess,api::CreateMutex,SHARES_API,,,,4.0
api::OpenProcess,api::Sleep,SHARES_API,,,,5.0
api::OpenProcess,api::CreateThread,SHARES_API,,,,4.0
api::OpenProcess,api::CreateFile,SHARES_API,,,,4.0
api::OpenProcess,api::RegDeleteKey,SHARES_API,,,,3.0
api::CloseSocket,api::OpenMutex,SHARES_API,,,,8.0
api::CloseSocket,api::KillTimer,SHARES_API,,,,2.0
api::CloseSocket,api::DeleteFile,SHARES_API,,,,4.0
api::CloseSocket,api::OpenProcess,SHARES_API,,,,5.0
api::CloseSocket,api::OpenRegistry,SHARES_API,,,,7.0
api::CloseSocket,api::LoadLibrary,SHARES_API,,,,2.0
api::CloseSocket,api::OpenFile,SHARES_API,,,,4.0
api::CloseSocket,api::GetSystemInfo,SHARES_API,,,,5.0
api::CloseSocket,api::VirtualAlloc,SHARES_API,,,,3.0
api::CloseSocket,api::GetProcAddress,SHARES_API,,,,4.0
api::CloseSocket,api::WriteProcessMemory,SHARES_API,,,,2.0
api::CloseSocket,api::Sleep,SHARES_API,,,,4.0
api::CloseSocket,api::CreateFile,SHARES_API,,,,3.0
api::CloseSocket,api::GetTickCount,SHARES_API,,,,4.0
api::CloseSocket,api::CreateMutex,SHARES_API,,,,2.0
api::CloseSocket,api::CreateThread,SHARES_API,,,,4.0
api::CloseSocket,api::TerminateProcess,SHARES_API,,,,3.0
api::VirtualAlloc,api::GetTickCount,SHARES_API,,,,2.0
api::VirtualAlloc,api::OpenMutex,SHARES_API,,,,4.0
api::VirtualAlloc,api::GetSystemInfo,SHARES_API,,,,4.0
api::VirtualAlloc,api::CreateMutex,SHARES_API,,,,3.0
api::VirtualAlloc,api::RegDeleteKey,SHARES_API,,,,2.0
api::VirtualAlloc,api::CreateThread,SHARES_API,,,,6.0
api::VirtualAlloc,api::GetProcAddress,SHARES_API,,,,6.0
api::VirtualAlloc,api::CreateProcess,SHARES_API,,,,5.0
api::VirtualAlloc,api::OpenRegistry,SHARES_API,,,,3.0
api::VirtualAlloc,api::WriteProcessMemory,SHARES_API,,,,4.0
api::VirtualAlloc,api::LoadLibrary,SHARES_API,,,,3.0
api::VirtualAlloc,api::CreateFile,SHARES_API,,,,4.0
api::VirtualAlloc,api::OpenFile,SHARES_API,,,,2.0
api::VirtualAlloc,api::CloseSocket,SHARES_API,,,,3.0
api::VirtualAlloc,api::OpenProcess,SHARES_API,,,,4.0
api::VirtualAlloc,api::TerminateProcess,SHARES_API,,,,2.0
api::VirtualAlloc,api::Sleep,SHARES_API,,,,3.0
api::VirtualAlloc,api::KillTimer,SHARES_API,,,,2.0
api::GetSystemInfo,api::GetTickCount,SHARES_API,,,,4.0
api::GetSystemInfo,api::OpenMutex,SHARES_API,,,,8.0
api::GetSystemInfo,api::VirtualAlloc,SHARES_API,,,,4.0
api::GetSystemInfo,api::CreateMutex,SHARES_API,,,,4.0
api::GetSystemInfo,api::RegDeleteKey,SHARES_API,,,,2.0
api::GetSystemInfo,api::CreateThread,SHARES_API,,,,6.0
api::GetSystemInfo,api::GetProcAddress,SHARES_API,,,,4.0
api::GetSystemInfo,api::CreateProcess,SHARES_API,,,,5.0
api::GetSystemInfo,api::OpenRegistry,SHARES_API,,,,6.0
api::GetSystemInfo,api::WriteProcessMemory,SHARES_API,,,,5.0
api::GetSystemInfo,api::CloseHandle,SHARES_API,,,,3.0
api::GetSystemInfo,api::LoadLibrary,SHARES_API,,,,2.0
api::GetSystemInfo,api::OpenProcess,SHARES_API,,,,5.0
api::GetSystemInfo,api::TerminateProcess,SHARES_API,,,,2.0
api::GetSystemInfo,api::DeleteFile,SHARES_API,,,,4.0
api::GetSystemInfo,api::OpenFile,SHARES_API,,,,6.0
api::GetSystemInfo,api::CloseSocket,SHARES_API,,,,5.0
api::GetSystemInfo,api::KillTimer,SHARES_API,,,,2.0
api::GetSystemInfo,api::Sleep,SHARES_API,,,,2.0
api::GetSystemInfo,api::CreateFile,SHARES_API,,,,2.0
sample::2,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::2,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::2,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::2,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::2,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::2,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::2,api::RegDeleteKey,HAS_IMPORT,1.0,delete,,
sample::2,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::2,api::Sleep,HAS_IMPORT,1.0,other,,
sample::2,sec::normal,HAS_SECTION,,,0.0,
api::OpenRegistry,api::OpenMutex,SHARES_API,,,,13.0
api::OpenRegistry,api::CloseSocket,SHARES_API,,,,7.0
api::OpenRegistry,api::KillTimer,SHARES_API,,,,4.0
api::OpenRegistry,api::DeleteFile,SHARES_API,,,,6.0
api::OpenRegistry,api::OpenProcess,SHARES_API,,,,8.0
api::OpenRegistry,api::LoadLibrary,SHARES_API,,,,6.0
api::OpenRegistry,api::GetTickCount,SHARES_API,,,,9.0
api::OpenRegistry,api::GetSystemInfo,SHARES_API,,,,6.0
api::OpenRegistry,api::VirtualAlloc,SHARES_API,,,,3.0
api::OpenRegistry,api::CreateMutex,SHARES_API,,,,5.0
api::OpenRegistry,api::RegDeleteKey,SHARES_API,,,,6.0
api::OpenRegistry,api::CreateThread,SHARES_API,,,,7.0
api::OpenRegistry,api::GetProcAddress,SHARES_API,,,,5.0
api::OpenRegistry,api::CreateProcess,SHARES_API,,,,5.0
api::OpenRegistry,api::WriteProcessMemory,SHARES_API,,,,7.0
api::OpenRegistry,api::CloseHandle,SHARES_API,,,,4.0
api::OpenRegistry,api::TerminateProcess,SHARES_API,,,,5.0
api::OpenRegistry,api::Sleep,SHARES_API,,,,6.0
api::OpenRegistry,api::CreateFile,SHARES_API,,,,5.0
api::OpenRegistry,api::OpenFile,SHARES_API,,,,2.0
api::CloseHandle,api::OpenMutex,SHARES_API,,,,5.0
api::CloseHandle,api::GetSystemInfo,SHARES_API,,,,3.0
api::CloseHandle,api::RegDeleteKey,SHARES_API,,,,3.0
api::CloseHandle,api::OpenRegistry,SHARES_API,,,,4.0
api::CloseHandle,api::WriteProcessMemory,SHARES_API,,,,4.0
api::CloseHandle,api::LoadLibrary,SHARES_API,,,,3.0
api::CloseHandle,api::GetTickCount,SHARES_API,,,,3.0
api::CloseHandle,api::OpenProcess,SHARES_API,,,,5.0
api::CloseHandle,api::TerminateProcess,SHARES_API,,,,2.0
api::CloseHandle,api::DeleteFile,SHARES_API,,,,3.0
api::CloseHandle,api::CreateProcess,SHARES_API,,,,6.0
api::CloseHandle,api::CreateMutex,SHARES_API,,,,6.0
api::CloseHandle,api::KillTimer,SHARES_API,,,,5.0
api::CloseHandle,api::Sleep,SHARES_API,,,,3.0
api::CloseHandle,api::CreateThread,SHARES_API,,,,2.0
api::CloseHandle,api::GetProcAddress,SHARES_API,,,,2.0
api::CloseHandle,api::CreateFile,SHARES_API,,,,2.0
api::CreateMutex,api::GetTickCount,SHARES_API,,,,3.0
api::CreateMutex,api::OpenMutex,SHARES_API,,,,5.0
api::CreateMutex,api::GetSystemInfo,SHARES_API,,,,4.0
api::CreateMutex,api::VirtualAlloc,SHARES_API,,,,3.0
api::CreateMutex,api::RegDeleteKey,SHARES_API,,,,2.0
api::CreateMutex,api::CreateThread,SHARES_API,,,,5.0
api::CreateMutex,api::GetProcAddress,SHARES_API,,,,4.0
api::CreateMutex,api::CreateProcess,SHARES_API,,,,5.0
api::CreateMutex,api::OpenRegistry,SHARES_API,,,,5.0
api::CreateMutex,api::WriteProcessMemory,SHARES_API,,,,5.0
api::CreateMutex,api::OpenFile,SHARES_API,,,,2.0
api::CreateMutex,api::OpenProcess,SHARES_API,,,,4.0
api::CreateMutex,api::CloseHandle,SHARES_API,,,,6.0
api::CreateMutex,api::DeleteFile,SHARES_API,,,,4.0
api::CreateMutex,api::KillTimer,SHARES_API,,,,4.0
api::CreateMutex,api::Sleep,SHARES_API,,,,4.0
api::CreateMutex,api::CloseSocket,SHARES_API,,,,2.0
api::CreateMutex,api::TerminateProcess,SHARES_API,,,,2.0
api::CreateMutex,api::CreateFile,SHARES_API,,,,2.0
api::KillTimer,api::OpenMutex,SHARES_API,,,,5.0
api::KillTimer,api::CloseSocket,SHARES_API,,,,2.0
api::KillTimer,api::OpenProcess,SHARES_API,,,,6.0
api::KillTimer,api::OpenRegistry,SHARES_API,,,,4.0
api::KillTimer,api::LoadLibrary,SHARES_API,,,,3.0
api::KillTimer,api::OpenFile,SHARES_API,,,,2.0
api::KillTimer,api::WriteProcessMemory,SHARES_API,,,,2.0
api::KillTimer,api::CreateMutex,SHARES_API,,,,4.0
api::KillTimer,api::CloseHandle,SHARES_API,,,,5.0
api::KillTimer,api::Sleep,SHARES_API,,,,3.0
api::KillTimer,api::CreateProcess,SHARES_API,,,,5.0
api::KillTimer,api::GetTickCount,SHARES_API,,,,3.0
api::KillTimer,api::CreateThread,SHARES_API,,,,3.0
api::KillTimer,api::VirtualAlloc,SHARES_API,,,,2.0
api::KillTimer,api::RegDeleteKey,SHARES_API,,,,2.0
api::KillTimer,api::GetSystemInfo,SHARES_API,,,,2.0
api::KillTimer,api::CreateFile,SHARES_API,,,,2.0
api::GetTickCount,api::OpenMutex,SHARES_API,,,,10.0
api::GetTickCount,api::GetSystemInfo,SHARES_API,,,,4.0
api::GetTickCount,api::VirtualAlloc,SHARES_API,,,,2.0
api::GetTickCount,api::CreateMutex,SHARES_API,,,,3.0
api::GetTickCount,api::RegDeleteKey,SHARES_API,,,,4.0
api::GetTickCount,api::CreateThread,SHARES_API,,,,5.0
api::GetTickCount,api::GetProcAddress,SHARES_API,,,,3.0
api::GetTickCount,api::CreateProcess,SHARES_API,,,,5.0
api::GetTickCount,api::OpenRegistry,SHARES_API,,,,9.0
api::GetTickCount,api::WriteProcessMemory,SHARES_API,,,,4.0
api::GetTickCount,api::OpenProcess,SHARES_API,,,,7.0
api::GetTickCount,api::CloseHandle,SHARES_API,,,,3.0
api::GetTickCount,api::TerminateProcess,SHARES_API,,,,4.0
api::GetTickCount,api::LoadLibrary,SHARES_API,,,,4.0
api::GetTickCount,api::Sleep,SHARES_API,,,,4.0
api::GetTickCount,api::CreateFile,SHARES_API,,,,2.0
api::GetTickCount,api::OpenFile,SHARES_API,,,,2.0
api::GetTickCount,api::CloseSocket,SHARES_API,,,,4.0
api::GetTickCount,api::KillTimer,SHARES_API,,,,3.0
sample::3,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::3,api::OpenRegistry,HAS_IMPORT,1.0,open,,
sample::3,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::3,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::3,api::KillTimer,HAS_IMPORT,1.0,kill,,
sample::3,api::LoadLibrary,HAS_IMPORT,1.0,call,,
sample::3,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::3,sec::normal,HAS_SECTION,,,0.0,
api::DeleteFile,api::OpenMutex,SHARES_API,,,,5.0
api::DeleteFile,api::CloseSocket,SHARES_API,,,,4.0
api::DeleteFile,api::OpenProcess,SHARES_API,,,,3.0
api::DeleteFile,api::OpenRegistry,SHARES_API,,,,6.0
api::DeleteFile,api::LoadLibrary,SHARES_API,,,,2.0
api::DeleteFile,api::GetSystemInfo,SHARES_API,,,,4.0
api::DeleteFile,api::CloseHandle,SHARES_API,,,,3.0
api::DeleteFile,api::TerminateProcess,SHARES_API,,,,3.0
api::DeleteFile,api::CreateProcess,SHARES_API,,,,2.0
api::DeleteFile,api::Sleep,SHARES_API,,,,3.0
api::DeleteFile,api::GetProcAddress,SHARES_API,,,,4.0
api::DeleteFile,api::CreateFile,SHARES_API,,,,3.0
api::DeleteFile,api::CreateMutex,SHARES_API,,,,4.0
api::DeleteFile,api::CreateThread,SHARES_API,,,,3.0
api::DeleteFile,api::WriteProcessMemory,SHARES_API,,,,4.0
api::DeleteFile,api::OpenFile,SHARES_API,,,,2.0
sample::4,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::4,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::4,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::4,api::CloseSocket,HAS_IMPORT,1.0,close,,
sample::4,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::4,api::GetSystemInfo,HAS_IMPORT,1.0,other,,
sample::4,api::GetTickCount,HAS_IMPORT,1.0,other,,
sample::4,sec::normal,HAS_SECTION,,,0.0,
sample::5,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::5,api::CreateThread,HAS_IMPORT,1.0,create,,
sample::5,api::CreateFile,HAS_IMPORT,1.0,create,,
sample::5,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::5,api::TerminateProcess,HAS_IMPORT,1.0,kill,,
sample::5,api::GetProcAddress,HAS_IMPORT,1.0,call,,
sample::5,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::5,api::DeleteFile,HAS_IMPORT,1.0,delete,,
sample::5,api::Sleep,HAS_IMPORT,1.0,other,,
sample::5,sec::normal,HAS_SECTION,,,0.0,
api::CreateThread,api::GetTickCount,SHARES_API,,,,5.0
api::CreateThread,api::OpenMutex,SHARES_API,,,,6.0
api::CreateThread,api::GetSystemInfo,SHARES_API,,,,6.0
api::CreateThread,api::VirtualAlloc,SHARES_API,,,,6.0
api::CreateThread,api::CreateMutex,SHARES_API,,,,5.0
api::CreateThread,api::GetProcAddress,SHARES_API,,,,6.0
api::CreateThread,api::CreateProcess,SHARES_API,,,,7.0
api::CreateThread,api::OpenRegistry,SHARES_API,,,,7.0
api::CreateThread,api::WriteProcessMemory,SHARES_API,,,,6.0
api::CreateThread,api::LoadLibrary,SHARES_API,,,,2.0
api::CreateThread,api::CreateFile,SHARES_API,,,,6.0
api::CreateThread,api::CloseHandle,SHARES_API,,,,2.0
api::CreateThread,api::KillTimer,SHARES_API,,,,3.0
api::CreateThread,api::OpenProcess,SHARES_API,,,,4.0
api::CreateThread,api::OpenFile,SHARES_API,,,,3.0
api::CreateThread,api::CloseSocket,SHARES_API,,,,4.0
api::CreateThread,api::DeleteFile,SHARES_API,,,,3.0
api::CreateThread,api::Sleep,SHARES_API,,,,5.0
api::CreateThread,api::TerminateProcess,SHARES_API,,,,3.0
api::CreateFile,api::VirtualAlloc,SHARES_API,,,,4.0
api::CreateFile,api::CreateThread,SHARES_API,,,,6.0
api::CreateFile,api::GetProcAddress,SHARES_API,,,,4.0
api::CreateFile,api::CreateProcess,SHARES_API,,,,5.0
api::CreateFile,api::WriteProcessMemory,SHARES_API,,,,4.0
api::CreateFile,api::OpenMutex,SHARES_API,,,,4.0
api::CreateFile,api::CloseSocket,SHARES_API,,,,3.0
api::CreateFile,api::Sleep,SHARES_API,,,,6.0
api::CreateFile,api::OpenRegistry,SHARES_API,,,,5.0
api::CreateFile,api::DeleteFile,SHARES_API,,,,3.0
api::CreateFile,api::OpenProcess,SHARES_API,,,,4.0
api::CreateFile,api::RegDeleteKey,SHARES_API,,,,2.0
api::CreateFile,api::GetSystemInfo,SHARES_API,,,,2.0
api::CreateFile,api::KillTimer,SHARES_API,,,,2.0
api::CreateFile,api::CreateMutex,SHARES_API,,,,2.0
api::CreateFile,api::TerminateProcess,SHARES_API,,,,3.0
api::CreateFile,api::CloseHandle,SHARES_API,,,,2.0
api::CreateFile,api::GetTickCount,SHARES_API,,,,2.0
api::TerminateProcess,api::GetTickCount,SHARES_API,,,,4.0
api::TerminateProcess,api::OpenMutex,SHARES_API,,,,5.0
api::TerminateProcess,api::OpenProcess,SHARES_API,,,,4.0
api::TerminateProcess,api::GetSystemInfo,SHARES_API,,,,2.0
api::TerminateProcess,api::CloseHandle,SHARES_API,,,,2.0
api::TerminateProcess,api::DeleteFile,SHARES_API,,,,3.0
api::TerminateProcess,api::CreateProcess,SHARES_API,,,,2.0
api::TerminateProcess,api::OpenRegistry,SHARES_API,,,,5.0
api::TerminateProcess,api::LoadLibrary,SHARES_API,,,,3.0
api::TerminateProcess,api::CloseSocket,SHARES_API,,,,3.0
api::TerminateProcess,api::VirtualAlloc,SHARES_API,,,,2.0
api::TerminateProcess,api::CreateMutex,SHARES_API,,,,2.0
api::TerminateProcess,api::CreateThread,SHARES_API,,,,3.0
api::TerminateProcess,api::Sleep,SHARES_API,,,,4.0
api::TerminateProcess,api::GetProcAddress,SHARES_API,,,,2.0
api::TerminateProcess,api::CreateFile,SHARES_API,,,,3.0
api::TerminateProcess,api::WriteProcessMemory,SHARES_API,,,,3.0
api::TerminateProcess,api::RegDeleteKey,SHARES_API,,,,2.0
sample::6,api::OpenProcess,HAS_IMPORT,1.0,open,,
sample::6,api::OpenMutex,HAS_IMPORT,1.0,open,,
sample::6,api::OpenFile,HAS_IMPORT,1.0,open,,
sample::6,api::CloseHandle,HAS_IMPORT,1.0,close,,
sample::6,api::CreateProcess,HAS_IMPORT,1.0,create,,
sample::6,api::CreateMutex,HAS_IMPORT,1.0,create,,
sample::6,api::WriteProcessMemory,HAS_IMPORT,1.0,call,,
sample::6,api::DeleteFile,HAS_IMPORT,1.0,delete,,
